,titles,Requirments,Experince,links,Company_name,country,city,address,job_since,company_link,full_part,job_description,job_requirement,jobs_skills,company_logo
296,Backend Developer," IT/Software Development , Engineering - Telecom/Technology , Laravel , RESTful , MVC , Software , Information Technology (IT) , Engineering , Computer Science , AWS", 2 - 5 Yrs of Exp ,https://wuzzuf.net/jobs/p/sJ2iowBn0IME-Backend-Developer-Venu-Apps-Cairo-Egypt?o=297&l=sp&t=sj&a=data science|search-v3,Venu Apps, Egypt ,Cairo,Cairo,27 days ago,https://wuzzuf.net/jobs/careers/Venu-Technologies-Egypt-68279,Full Time,"Job Description
Join Venu Dine as a Backend Software Engineer on our team in Cairo to do the best work off your career and make a profound impact.
If finding issues and fixing them with beautiful, meticulous code are among the talents that make you standout, we’d like to hear from you.
Objectives of this Role
Working as part of an Agile software development team to translate VENU application storyboards and use cases into functional features.
Design, build, and maintain efficient, reusable, and reliable code
Coding solutions to a high level of testability, modularity, and maintainability.
You should excel in the design, creation, management, and business use of large data sets.
You should have excellent communication skills and ability to adjust communication to different groups of stakeholders to be able to work with business analysts and engineers to determine how best to design the data management setup.
You will be responsible for designing and implementing scalable extract, transform, and load (ETL) processes to support the rapidly growing and dynamic business demand for data, and use it to deliver the data as service which will have an immediate influence on day-to-day business decision making.
Support and development of junior software engineers by providing advice, coaching and educational opportunities.
Responsibilities
Optimization of our applications for performance and scalability.
Adding new features to the existing platform.
Write code and tests, build prototypes, solve issues, profile and analyze bottlenecks.
Design performs robust APIs to support mobile and desktop clients.
Manage and optimize scalable distributed systems on the cloud.
Develop automated tests to ensure business needs are met and allow for e2e testing.","Job Requirements
Required Skills and Qualifications
 5+ Years of Experience in Software engineering.
Excellent Knowledge of MVC platforms (Laravel).
Able to implement automated testing platforms and unit tests.
Experience in online payment. 
Industry experience in Developing Enterprise Software applications.
Experience with core AWS OR Google Cloud. 
Advanced SQL and query performance tuning skills.
Familiar with DevOps (CI/CD), TDD and test automation.
Previously worked on an international project.
Preferred Qualifications
Experience designing RESTful APIs.
Experience forming and leading a team.
 Being You @ Venu Technologies
 Venu is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Laravel', 'RESTful', 'MVC', 'Software', 'Information Technology (IT)', 'Engineering', 'Computer Science', 'AWS', 'APIs', 'Software Development', 'Software Engineering', 'SQL']",https://images.wuzzuf-data.net/files/company_covers/thumbs/eedf363d13192e9b217a2b99da94f2dc.png
297,Senior Devops Engineer," IT/Software Development , Engineering - Telecom/Technology , AWS , Azure , Cloud , Computer Science , Docker , Engineering , Information Technology (IT) , Linux", 4+ Yrs of Exp ,https://wuzzuf.net/jobs/p/rdDBRL5vRoBQ-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=298&l=sp&t=sj&a=data science|search-v3,Trufla, Egypt , Cairo,Heliopolis,1 month ago,https://wuzzuf.net/jobs/careers/Trufla-Egypt-17331,Full Time,"Job Description
Think insurance is boring? Think again.
Trufla Technology is a multinational Canadian company and the first of its kind – we offer a complete suite of digital solutions for the modern insurance brokerage. From SEO and web design, to lead management, branded customer service and API’s, Trufla provides a 360° digital strategy for brokerages and reimagines the way their customers interact with insurance. 
Trufla is leading a digital revolution that will transform the insurance industry! We’re growing fast, and we’re looking for visionaries to join our team of innovators and disruptors at our Cairo offices. 
It’s our goal for Trufla to be the BEST place to work. A great corporate culture is one of our top priorities.
Main Benefits:
Competitive Salary
Health Insurance
Gym Membership
Flexible Working Hours
Continuing Education Opportunities
Work from home
Team Building Activities
Milestone celebrations – work anniversaries, birthday celebrations, etc.
Job Responsibilities
Build and automate the provisioning of infrastructure and cloud-native services
Architect and manage infrastructures for a multitenant distributed environment
Identify and execute on cloud cost optimization opportunities
Foster strong working relationships with cross functional partners from design & product
Take holistic ownership of your work by understanding how things work, even if they take you outside your area of expertise
Ensure you follow best practices including but not limited to security, availability, and observability of the infrastructure
Constantly Bring innovative ideas to the table to help make our environment and processes better
Bring thoughtful perspectives, empathy, creativity, and a positive attitude to take on problems at scale
Communicate effectively (both written and oral) with colleagues at all levels of the organization","Job Requirements
Job Qualifications
4+ years of experience managing infrastructures with lots of moving pieces
Experience with any public cloud providers (i.e. AWS, Google & Azure), preferably AWS
Proficiency working with cloud technologies: Dockerization, ECS, CI/CD, auto-scaling, DBs (MySQL, Mongo, Postgres, Elasticsearch, etc…) , IAC
Proficiency with Linux systems and tools
Experience in scripting languages (i.e. Shell, Bash, Python, etc…)
Strong experience in automation
Preferably experience in architecting scalable infrastructures and data warehouses.
Data-driven and strongly motivated by success and learnings through experiments and metrics analysis
Comfortable working in a fast-moving team environment (we deploy many times a day!)
Computer Science degree, or significant equivalent experience
Passion for mentoring and supporting the continued education of team members
Good knowledge of modern deployment tools and technologies (i.e. CI/CD, Docker, AWS, etc…)
Values & Competencies
Positive attitude and enthusiasm for employee training and development
Flexible and adaptable with proven problem-solving ability
High degree of professionalism, integrity, and confidentiality
Demonstrated accountability and reliability in the quality and timeliness of work
Ability to work well within a team, and independently, and able to adjust to tight and changing deadlines
Critical thinker with strong attention to details
Do you think we match? Apply Now!
If you get what it takes, apply to the job through the ""Apply Now"" button above.
*After applying, complete your application by taking the required assessment below:
https://assessment.testgorilla.com/testtaker/publicinvitation/723026d7-7501-4656-b548-6a3edcd817c5 ","['IT/Software Development', 'Engineering - Telecom/Technology', 'AWS', 'Azure', 'Cloud', 'Computer Science', 'Docker', 'Engineering', 'Information Technology (IT)', 'Linux', 'MySQL', 'Python', 'quality', 'Software Development', 'DevOps', 'Python Scripting', 'Bash Scripting']",https://images.wuzzuf-data.net/files/company_logo/Trufla-Egypt-17331-1623761357.png
298,DevOps Team Lead," IT/Software Development , Engineering - Telecom/Technology , AWS , Azure , Docker , MySQL , Python , Software Engineering , Information Technology (IT) , Linux", 4+ Yrs of Exp ,https://wuzzuf.net/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=299&l=sp&t=sj&a=data science|search-v3,Trufla, Egypt , Cairo,Heliopolis,1 month ago,https://wuzzuf.net/jobs/careers/Trufla-Egypt-17331,Full Time,"Job Description
Think insurance is boring? Think again.
Trufla Technology is a multinational Canadian company and the first of its kind – we offer a complete suite of digital solutions for the modern insurance brokerage. From SEO and web design, to lead management, branded customer service and API’s, Trufla provides a 360° digital strategy for brokerages and reimagines the way their customers interact with insurance. 
Trufla is leading a digital revolution that will transform the insurance industry! We’re growing fast, and we’re looking for visionaries to join our team of innovators and disruptors at our Cairo offices. 
It’s our goal for Trufla to be the BEST place to work. A great corporate culture is one of our top priorities.
Main Benefits:
Competitive Salary
Health Insurance
Flexible Working Hours
Continuing Education Opportunities
Work from home
Team Building Activities
Milestone celebrations – work anniversaries, birthday celebrations, etc.
About You
DevOps Lead who can help us re-imagine the insurance industry. The insurance industry is extremely broad and complex by nature, yet we believe this should not be the case for our clients. At Trufla Technology, we are building software products that redefine how insurance products should be distributed and serviced.
Job Responsibilities
Manage a team of DevOps Engineers to build and automate the provisioning of infrastructure and cloud-native services
Architect and manage infrastructures for a multitenant distributed environment
Identify and execute cloud cost optimization opportunities
Foster strong working relationships with cross functional partners from design & product
Take holistic ownership of your work by understanding how things work, even if they take you outside your area of expertise
Ensure you follow best practices including but not limited to security, availability, and observability of the infrastructure
Constantly Bring innovative ideas to the table to help make our environment and processes better
Bring thoughtful perspectives, empathy, creativity, and a positive attitude to take on problems at scale
Communicate effectively (both written and oral) with colleagues at all levels of the organization
Alert colleagues to emerging technologies, applications, and opportunities to integrate them into existing operations and activities
Actively grow our network of developers to attract the best new talent to the team
Perform 1-on-1 meetings, performance reviews and be actively part of the hiring process","Job Requirements
Job Qualification
4+ years of experience managing infrastructures with lots of moving pieces
2+ years of team leadership experience in a distributed environment
Experience with any public cloud providers (i.e. AWS, Google & Azure), preferably AWS
Proficiency working with cloud technologies: Dockerization, ECS, CI/CD, auto-scaling, DBs (MySQL, Mongo, Postgres, Elasticsearch, etc…) , IAC
Proficiency with Linux systems and tools
Experience in scripting languages (i.e. Shell, Bash, Python, etc…)
Strong experience in automation
Preferably experience in architecting scalable infrastructures and data warehouses.
Data-driven and strongly motivated by success and learnings through experiments and metrics analysis
Comfortable working in a fast-moving team environment (we deploy many times a day!)
Ability to work rotational shifts around the clock with other team members
Computer Science degree, or significant equivalent experience
Passion for mentoring and supporting the continued education of team members
Good knowledge of modern deployment tools and technologies (i.e. CI/CD, Docker, AWS, etc…)
VALUES & COMPETENCIES 
Positive attitude and enthusiasm for employee training and development
Flexible and adaptable with proven problem-solving ability
High degree of professionalism, integrity, and confidentiality
Demonstrated accountability and reliability in the quality and timeliness of work
Ability to work well within a team, and independently, and able to adjust to tight and changing deadlines
Critical thinker with strong attention to details
Do you think we match? Apply Now! 
If you get what it takes, apply to the job through the ""Apply Now"" button above.
*After applying, complete your application by taking the required assessment below:
https://assessment.testgorilla.com/testtaker/publicinvitation/6abd8c96-79f1-49e4-bdea-363e2483d1b0","['IT/Software Development', 'Engineering - Telecom/Technology', 'AWS', 'Azure', 'Docker', 'MySQL', 'Python', 'Software Engineering', 'Information Technology (IT)', 'Linux', 'Software Development', 'Computer Science', 'DevOps', 'Leadership']",https://images.wuzzuf-data.net/files/company_logo/Trufla-Egypt-17331-1623761357.png
299,Sr. BI & Reporting Specialist," IT/Software Development , Engineering - Telecom/Technology , BI , Power BI , OBIEE , MS Office , Banking Sector , Computer Science , Information Technology (IT) , English", 2 - 4 Yrs of Exp ,https://wuzzuf.net/jobs/p/DPmpBhXX0mbe-Sr-BI-Reporting-Specialist-Masary-Cairo-Egypt?o=300&l=sp&t=sj&a=data science|search-v3,Masary, Egypt , Cairo,Mokattam,26 days ago,https://wuzzuf.net/jobs/careers/Masary-Egypt-11058,Full Time,"Job Description
Job Responsibilities:
Creating new reports on weekly basis
Creating demo report on daily basis
Working on reports between the Company & the customers as well as checking any issues on them.
Working on handling any available issues on BI reports for any department like sales operations or Finance.
Data Cleansing and validation
Data analysis","Job Requirements
Job Qualifications:
Experience 2-4 yrs. in the same position
Very good experience in SQL Oracle is a must
Proven Experience with Data visualization tools (OBIEE- Power BI)
Very good knowledge with MS office (Excel, Word, Access, ….ETC) is a must
Very good Communication skills
Details oriented
Very good analytical skills
Problem solving
Handling stress
Time Management
Multi-tasking
Good command of English","['IT/Software Development', 'Engineering - Telecom/Technology', 'BI', 'Power BI', 'OBIEE', 'MS Office', 'Banking Sector', 'Computer Science', 'Information Technology (IT)', 'English', 'Power', 'Visualization', 'SQL', 'Oracle', 'Tableau', 'Telecom Engineering', 'Business Adminstration', 'Business Intelligence']",https://images.wuzzuf-data.net/files/company_logo/Masary-Egypt-11058-1525784734.jpg
300,Projects Engineer," Engineering - Construction/Civil/Architecture , Project/Program Management , Engineering , Project Management , Architecture , Projects , Management , Leadership skills , CAD , Computer Science", 1 - 3 Yrs of Exp ,https://wuzzuf.net/jobs/p/9WSl8vJ586Vl-Projects-Engineer-Partitions-TD-Design-Cairo-Egypt?o=301&l=sp&t=sj&a=data science|search-v3,T&D Design, Egypt , Cairo,New Cairo,25 days ago,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,Full Time,"Job Description
Pre-implementation Responsibilities:
Cooperate with technical office to review projects’ plans (drawings).
Analyze project’s data (maps, drawings and delivery date) to set initial timetable plan.
On Site Responsibilities:
Obtain all necessary permissions for trucks and labor access and use of lifts.
Manage budget and purchase equipment/materials
Assign work tasks among project team in balanced way based on work needs.
Conduct on site investigations to ensure site operations are running according to the plan.
Perform periodic quality control assessment to ensure that work is carried out as per drawings & with high quality.
Ensure health and safety precautions are applied on site.
Support, manage and motivate the project team members to achieve the project overall objectives as planned.
Resolve creatively any emerging problems/deficiencies in site.
Manage the entire project’s processes in close collaboration with partners.
Reporting & analysis:
Prepare regularly reports reflect project’s updates and progress as and when required.
Provide comprehensive reports of each project budget, actual cost or any other needed data. 
Report any damages or losses to Logistics by issuing detailed damage/missing report; and follow it up until replacement is delivered and installed.","Job Requirements
Bachelor degree in Architecture.
Years of Experience from 1 to 3 years in projects management.
Experience in partitions is a must.
Auto CAD is a must.
Car is a must.
Very good command in English.
Ability to meet deadlines.
Have positive attitude.
Attention to details.
Problem solving skills.
Decision making and leadership skills.","['Engineering - Construction/Civil/Architecture', 'Project/Program Management', 'Engineering', 'Project Management', 'Architecture', 'Projects', 'Management', 'Leadership skills', 'CAD', 'Computer Science', 'Information Technology (IT)', 'English', 'Leadership']",https://images.wuzzuf-data.net/files/company_logo/T-D-Design-Egypt-16390-1584957989.png
301,Game Tester," Creative/Design/Art , IT/Software Development , Quality , Information Technology (IT) , Computer Science , quality , QA , Quality Assurance , Tester , Testing", 1 - 7 Yrs of Exp ,https://wuzzuf.net/jobs/p/fTS5HCM9ZdGU-Game-Tester-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=302&l=sp&t=sj&a=data science|search-v3,Limbic Entertainment (Cairo Office), Egypt , Cairo,Sheraton,25 days ago,https://wuzzuf.net/jobs/careers/Limbic-Entertainment--Cairo-Office--Egypt-72628,Full Time,"Job Description
Limbic Entertainment is looking for Game Tester for Unreal Engine 4 & 5 projects. 
As our QA Tester you will have the chance to join our development team, take part in creating games of a great quality and work along professionals from different countries. 
For this opportunity, we are seeking a person with great passion for games, PC and consoles. 
Maintaining the highest quality of the product, by testing product versions and reporting bugs in a clear and concise way.
Performing test cases and/or perform exploratory testing on different platforms.
Executing regular regression to assure that bugs are fixed.
Validating new content and features from the development team for quality, functionality, gamer's experience and fun.
Providing feedback on the status of the build and overall perception of the game.
Communicating closely with other departments and external teams.","Job Requirements
Proven experience as a Quality Assurance Tester
A keen interest in builder games and you are a gamer at heart!
You see testing as a responsibility to deliver a product of a high quality
Good attention to details and game mechanics, you are thorough and systematic
Strong communication and organizational skills
You are a team player
Good English skills - both in speaking and writing
Experience in agile project setup and data tracking toolset would be an advantage","['Creative/Design/Art', 'IT/Software Development', 'Quality', 'Information Technology (IT)', 'Computer Science', 'quality', 'QA', 'Quality Assurance', 'Tester', 'Testing', 'Software Testing']",https://images.wuzzuf-data.net/files/company_covers/thumbs/15638930796224b5b24942d.jpeg
302,Senior Network Administrator," IT/Software Development , Engineering - Telecom/Technology , Cisco , CCNP , Computer Science , Information Technology (IT) , Network Administration , Security , Network , Infrastructure", 5 - 7 Yrs of Exp ,https://wuzzuf.net/jobs/p/ZhZquBOJqfAr-Senior-Network-Administrator-Khwarizm-Consulting-Cairo-Egypt?o=303&l=sp&t=sj&a=data science|search-v3,Khwarizm Consulting, Egypt , Cairo,Downtown,23 days ago,https://wuzzuf.net/jobs/careers/Khwarizm-Consulting-Egypt-35363,Full Time,"Job Description
Maintain the network infrastructure, firewalls, switches, and other equipment.
Upgrade network components as newer technology become available.
Provide user support for all printer and workstation issues.
Ensure that backups of all server data are being performed daily.
Rebuild network components when necessary because of network crash or failure.
Update Cisco ASA Firewall and Switch configurations as needed.
Oversee Antivirus protection for all computers and servers in the office.
Administrate Exchange e-mail server for internal and remote connections.
Administer and maintain a disaster recovery location which includes essential.
File replication and remote access in the event of an emergency.
Make technology recommendations of what hardware/software is needed at the server and user levels.
Manage new/existing user accounts for the internal network domain.
Oversee the patch management process for all servers and workstations.
Manage all IT related licensing contracts with our software vendor.
Install and configure all network hardware and equipment, including routers, switches, firewalls, content filters, WAN optimizers, load-balancers, and so on.
Analyze and resolve network hardware, software, and communication problems using diagnostic software and/or technical troubleshooting processes.","Job Requirements
Bachelors in Computer Science or related field experience
5+ years experience in a similar position
Cisco Network and Security Certification is a must.
CCNP is a must
ITIL is preferred
Experience in the following:
Cisco Nexus 7000 & 4000 series.
Cisco Application Centric Infrastructure.
Fortinet - FortiGate 2000E.
Wedge ARP - Absolute Real-time protection.
CISCO FTD (Firepower Threat Defense systems.
LogRhythm SIEM (Security Information and Event Management).
Managing WAN with more than 100 remote sites.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Cisco', 'CCNP', 'Computer Science', 'Information Technology (IT)', 'Network Administration', 'Security', 'Network', 'Infrastructure', 'WAN', 'FortiGate', 'Engineering']",https://images.wuzzuf-data.net/files/company_covers/thumbs/2c8ea9a68fd568d61afd150bd9753a1f.jpeg
303,Microsoft CRM Developer," IT/Software Development , Engineering - Telecom/Technology , Dynamics CRM , CRM , CRM developer , Computer Science , Information Technology (IT) , JavaScript , CSS , JSON", 3+ Yrs of Exp ,https://wuzzuf.net/jobs/p/6TXFzBpA59Ax-Microsoft-CRM-Developer-Meem-Development-Alexandria-Egypt?o=304&l=sp&t=sj&a=data science|search-v3,Meem Development, Egypt ,Alexandria,Alexandria,25 days ago,https://wuzzuf.net/jobs/careers/Meem-Development-Egypt-70062,Full Time,"Job Description
Capable of undertaking complex MS Dynamics CRM V 9 configuration as well as customizations
 Ability to develop Microsoft CRM custom workflow assemblies, plug-ins and Java Script Development 
Development capabilities to undertake Microsoft CRM form development and reports with Microsoft  SQL Server Reporting Services
Development capabilities on Microsoft .Net Framework, including C#,and integrating Microsoft CRM   with Microsoft SharePoint
Development capabilities on Power Platform tools and functionalities ","Job Requirements
Strong knowledge of Dynamics Architecture and Data Model and proficient with Microsoft Tools 
CRM 365 and above Certification 
Requirements At least 3 years of experience in core areas of CRM (Sales, Service and/or Marketing modules) 
At least 4 full life cycle implementations on MS Dynamics CRM (365, V9 would be advantageous) 
Experience in Dynamics 365 V8/9 3+ Years
Experience in SQL server +3 years
Experience in .NET +3 years
Experience in JavaScript , CSS and JSON +3 years","['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics CRM', 'CRM', 'CRM developer', 'Computer Science', 'Information Technology (IT)', 'JavaScript', 'CSS', 'JSON', 'Marketing', 'Microsoft', 'Microsoft Office', 'Sales', 'SQL']",https://images.wuzzuf-data.net/files/company_logo/Meem-Development-Egypt-70062-1645355015.png
304,Senior Java Developer," IT/Software Development , Engineering - Telecom/Technology , Computer Science , Information Technology (IT) , Java , REST , Maven , Software Development , Software Engineering , SQL", 3 - 5 Yrs of Exp ,https://wuzzuf.net/jobs/p/GQ4BCTBjU82X-Senior-Java-Developer-Cairo-Egypt?o=305&l=sp&t=sj&a=data science|search-v3,Confidential, Egypt , Cairo,Nasr City,25 days ago,Confidential,Full TimeWork From Home,"Job Description
Be a key contributor within an agile development team (squad)
Responsible for one or more areas of the squad's context, and knowledgeable in all the other areas of the squad's context
Deliver the work through the sprint, including unit and integration tests and documentation/specifications
Update the squad in dailies and actively listen to other updates
Provide estimations in refinements
Give feedback in retrospectives
Demo accomplishments in sprint reviews
Perform code reviews
Support other squad members
Onboard new squad members","Job Requirements
3+ years of commercial experience with Java 8 and higher and microservices architecture, ideally in the bank/fintech company
Experience with most of our technology stack, which includes:
Java
Spring (Data, Security)
Hibernate
SQL
PostgresDB
OracleDB
RabbitMQ,
OpenApi
REST
 
 Experience appreciated, or you develop it with us:
 Maven/Gradle
JWT
OAuth2
 JUnit
Best practices (TDD, DDD, BDD, Clean Code, SOLID, DRY, KISS)
Design patterns
Docker
Jenkins
Git
Mockito","['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'Java', 'REST', 'Maven', 'Software Development', 'Software Engineering', 'SQL', 'TDD']",Confidential
305,Senior Front End Developer," IT/Software Development , Engineering - Telecom/Technology , Computer Science , front-end , Information Technology (IT) , JavaScript , Software Development , Web , HTML , jQuery", 3+ Yrs of Exp ,https://wuzzuf.net/jobs/p/Ganw296LvwQS-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=306&l=sp&t=sj&a=data science|search-v3,Dafater, Egypt , Cairo,Nasr City,25 days ago,https://wuzzuf.net/jobs/careers/BusinessClouds-Saudi-Arabia-27770,Full TimeWork From Home,"Job Description
Create special functions in the system in Javascript.
Create new documents in the system or assign them to virtual documents.
Create and handle system documentation workflow diagrams.
Design HTML/CSS web pages
Write functions in Javascript","Job Requirements
+3 years as a Front-End Developer
Bachelor's degree in Information Technology or  any related field
Good level of written and speaking understand and deal with an ERP system
Excellent knowledge of CSS, HTML, JavaScript.
Proficiency and practical experience in jQuery.
Ability to understand and analyze project and data
Basic knowledge of Python language
Knowledge of back-end web programming standards and data retrieval from databases","['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'front-end', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'Web', 'HTML', 'jQuery', 'Programming', 'Vue.js']",https://images.wuzzuf-data.net/files/company_covers/thumbs/06375ebf608dfe82be9ee53d53b3b017.png
306,Full Stack Developer," IT/Software Development , Engineering - Telecom/Technology , Full Stack Development , Node.js , Angular , React.js , Full Stack , JavaScript , PHP , Software Development", 3 - 5 Yrs of Exp ,https://wuzzuf.net/jobs/p/TPMJCieamAtc-Full-Stack-Developer-Block-Gemini-Giza-Egypt?o=307&l=sp&t=sj&a=data science|search-v3,Block Gemini, Egypt , Giza,Mohandessin,23 days ago,https://wuzzuf.net/jobs/careers/Block-Gemini-Egypt-72886,Full Time,"Job Description
We’re looking for a Full Stack developer who will take a key role on our team. Our Full Stack developer must have knowledge in all stages of software development.
You’ll be working alongside other engineers and developers, collaborating on the various layers of the infrastructure for our web applications.
Responsibilities:
Design the overall architecture of the web application.
Maintain quality and ensure responsiveness of applications.
Collaborate with the rest of the engineering team to design and launch new features.
Maintain code integrity and organization.
Understanding and implementation of security and data protection.","Job Requirements
At least 3 years experience as a Full stack
Bachelors degree in computer science or any relevant.
Experience working with graphic designers and converting designs to visual elements.
Highly experienced with back-end programming languages {{Ex: Node.js, PHP, Java etc}}
Proficient experience using {{Ex: advanced JavaScript libraries and frameworks such as Angular 4 or 5, ReactJS, Node.js, etc.}}
Development experience for both mobile and desktop.
Understanding of server-side languages.
Experience with cloud message APIs and usage of push notifications.
Knowledge of code versioning tools {{such as Git, Mercurial or SVN}}.","['IT/Software Development', 'Engineering - Telecom/Technology', 'Full Stack Development', 'Node.js', 'Angular', 'React.js', 'Full Stack', 'JavaScript', 'PHP', 'Software Development', 'Computer Science', 'APIs', 'Development', 'Information Technology (IT)', 'Git', 'Java', 'Programming']",https://images.wuzzuf-data.net/files/company_covers/thumbs/2052861346229a62f6d930.jpeg
307,Procurement Manager," Operations/Management , Pharmaceutical , Purchasing/Procurement , Pharmaceutical , Procurement , SAP , Management , Logistics , Purchasing , foreign", 12 - 15 Yrs of Exp ,https://wuzzuf.net/jobs/p/d7sPrQOvHy2x-Procurement-Manager-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=308&l=sp&t=sj&a=data science|search-v3,Al Andalous Pharmaceutical Industries, Egypt , Giza,6th of October,23 days ago,https://wuzzuf.net/jobs/careers/Al-Andalous-Pharmaceutical-Industries-Egypt-56369,Full Time,"Job Description
Develop and manage all purchasing Policies, Procedures, working instructions and Change Controls.
Enhance and improve the purchasing process to meet internal customer expectations (security of supply, multi-sourcing, cost reduction).
Review the annual, quarter, monthly materials deliveries at the right time and best in class cost.
Proactively manage all uncertainties and unforeseen issues may impact production materials availability.
Set annual price agreement with key sources for key Materials and Categories.
Collaborate with staff, other departments, senior management and decision makers to share information, problem solve and to clarify management objectives.
Manage vendor relationship.
Collaborate with staff, other departments to choose approved vendor list and preferable vendor list.
Develop & follow up daily, monthly & annually plans with prioritization and resourcing in   coordination  with each department to design the time frames & ensure creating the purchasing requests within the  time frames to be able to provide the orders on time.
Develop and manage the procurement department including setting targets and monitoring     performance.
Ensure all goods and services purchased comply with the RSPCA’s corporate social sustainability.
Communicate with all departments to be provided by periodic reports of production & services needs for continuity of work included the items needed, quantities, all details & specifications needed for better  purchasing choices.
Review the list of suppliers of the company or the suppliers needed or expected to deal with them & ensure the list is updated periodically.
Review the list of high quality companies with best prices; follow up their development in the products related to company & their previous clients to be able to compare them with their equivalents in local or international markets.
Ensure that the daily, monthly & annually plans for all monthly orders are executed as per the agreed quality & prices, comply with the international & Egyptian standards & include certificates of analysis & all customs approvals.
Ensure that the production materials are provided as per the production plan without any gaps; review the stocks with warehouse, the reasons of the dead stock items, the actions to be taken in cases of stock validity or expiry in coordination with the related departments.
Follow up storage conditions with warehouse department, provide storage instructions for each product to maintain the products by following up production & expiry dates, room temperatures & all instructions required for safety of the products in transportation, handling & storage.
Responsible for the data integrity, quantities, pricing & products quality without any differences with the agreed supplies & participate in responsibility with the departments related to the technical approvals of supply requests in cases of noncompliance with rules & regulations requirements.
Responsible for notifying warehouse of imported raw & packaging materials which will be stored in warehouse under reservation till receiving MOH approvals.","Job Requirements
Bachelor Degree of Pharmacy or Science .
Preferable to be not less than 12 years of experience and 3 years in above management
Experience in Supply Chain Management .
Worked in all purchasing sections Foreign & Local is a must .
Pharmaceutical industry Experience is a must .
Excellent practice on SAP System .
6th October City residents and nearby are preferred.","['Operations/Management', 'Pharmaceutical', 'Purchasing/Procurement', 'Pharmaceutical', 'Procurement', 'SAP', 'Management', 'Logistics', 'Purchasing', 'foreign', 'supply chain management', 'Pharmacy', 'Science']",https://images.wuzzuf-data.net/files/company_covers/thumbs/f1033b9041d1c15a356d113695379d56.jpeg
308,Junior Operations Engineer," IT/Software Development , Operations/Management , Engineering - Telecom/Technology , Administration , CCNA , Communication skills , Computer Science , Engineering , English , Information Technology (IT)", 0 - 1 Yrs of Exp ,https://wuzzuf.net/jobs/p/wYLwKnmshOCX-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt?o=309&l=sp&t=sj&a=data science|search-v3,Link Datacenter, Egypt ,Giza,Giza,1 month ago,https://wuzzuf.net/jobs/careers/Link-Datacenter-Egypt-23208,Full Time,"Job Description
Install, move, de-install customers’ hardware and Initial configuration of system OS as needed.
Network and SAN cabling.
Deploying and Operating the Monitoring systems.
Installing all new Solution, Systems and solving all incompatibility problems.
Problem management and troubleshooting for all the monitoring solutions problems.
Implementing the monitoring solutions for all the Infrastructure department systems.
Deploying and operating the backup systems.
Isolate server and network issues and rapidly and perform basic troubleshooting.
Working with other technical teams and customers to solve technical problems if needed.
Acting as on-call support for any problems escalation out of working hours according to schedule.
Perform other duties as assigned by Management.","Job Requirements
CCNA is  a MUST
MCSA is  a MUST
Bachelor degree from a reputable university (Communications engineering or computer science background is preferred).
Ambitious skilled Fresh graduates are welcomed up to 1” year of experience working in data centers or other critical environments.
Good command of English language.
Basic Windows OS implementation/administration.
Basic Linux OS (Redhat-Centos) implementation/administration.
Basic MS SQL Administration.
Monitoring and data backup Applications good background.
Basic servers’ hardware installing/racking knowledge.
Technical Document writing.
IT project management principals.
Very good communication skills with a friendly customer oriented manner.
Very Good Presentation, analytical & Problem Solving Skills.
Ability to work under pressure and meet deadlines while handling multi-tasks at a time.","['IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'Administration', 'CCNA', 'Communication skills', 'Computer Science', 'Engineering', 'English', 'Information Technology (IT)', 'Management', 'Operations', 'SQL', 'Linux']",https://images.wuzzuf-data.net/files/company_logo/Link-Datacenter-Egypt-23208-1489328316.png
